ma,ten,ten_eg
H42096,(TN) Lý thuyết Tài chính - Tiền tệ,                              
833366,Quản trị đa văn hóa,
801115,Hàm biến phức,                              
820106,Lịch sử Đảng CSVN,                              
737020,Luật kinh doanh,                              
841452,Tính toán thông minh,
234003,Hóa học đại cương,                              
O15003,PPDH Toán,                              
237010,Hệ thống pháp luật VN,                              
306002,Quang hợp,                              
338047,Kinh tế vi mô,                              
705068,Hoạt động hướng nghiệp ở trường phổ thông,                              
846404,Làm việc nhóm - Tổ chức sự kiện,
833357,Đạo đức kinh doanh và văn hóa doanh nghiệp,
237012,Quản trị văn phòng,                              
315045,Cơ sở tự nhiên-xã hội 1,                              
836131,Soạn thảo văn bản trên máy tính,                              
846032,Tâm lý học giao tiếp,                              
204096,(TN) Lập trình căn bản - Cơ sở dữ liệu,                              
813054,Đất nước học Anh,                              
854027,Đàm phán Quốc tế,
119039,Nhạc lý,                              
835498,Thực tập tốt nghiệp (DVI),
835108,Quản trị kinh doanh lữ hành,                              
740060,Lịch sử Lưu trữ Việt Nam,                              
O19005,Văn học thiếu nhi,                              
801049,HH sơ cấp và thực hành giải toán,                              
850039,Xử lí tín hiệu với FPGA,                              
701050,Đổi mới PPDH môn toán ở trường THCS,                              
833005,Qui hoạch tuyến tính,                              
O35002,Nghiệp vụ hướng dẫn du lịch,                              
819070,Tổ chức hoạt động với đồ vật và hoạt động vui chơi cho trẻ MN,                              
H33017,Quản trị doanh nghiệp,                              
821326,Sinh thái học,
852301,Hệ thống nhúng,
H32021,Kế toán quản trị 1,                              
708306,Thực hành Hoa trang trí,
842119,Kiểm toán đại cương,                              
806416,Đa dạng và kiểm soát sinh học,
338009,Đọc 1,                              
234034,Phân tích môi trường,                              
834302,Vật lí môi trường đại cương,                              
842101,"Toán cao cấp (C1,C2)",                              
364002,Tiếng Anh 2,                              
311009,Tổ chức lãnh thổ các ngành kinh tế,                              
802064,PPDH Vật lý THPT 5,                              
841042,Cấu trúc dữ liệu và giải thuật,                              
813415,Văn học Anh Mỹ,
820353,Thực hành sư phạm THPT 3,
816115,Thực hành sư phạm 5Đ,                              
849032,Điều khiển số hệ thống cơ điện,                              
315035,Phương pháp dạy Thủ công - kĩ thuật,                              
206008,Hóa sinh học,                              
839301,Thư viện học đại cương,                              
301084,Đa thức và nhân tử hóa,                              
842027,Lý thuyết tài chính – tiền tệ,                              
815095,Rèn kĩ năng sử dụng Tiếng Việt,                              
707067,Thực tập chuyên môn 1,                              
813502,Kỹ năng tư duy phản biện,
209026,Văn học Việt Nam hiện đại 2a,                              
H42023,Anh văn Tài chính - Ngân hàng,                              
216024,Nhạc cụ 4,                              
712101,Mỹ học Mác - Lênin,                              
119036,Giáo dục học trẻ em 1,                              
741028,Toán rời rạc,                              
802415,Phương pháp nghiên cứu khoa học ngành Sư phạm Vật lý,
833306,Thương mại điện tử,
211008,Thổ nhưỡng - sinh quyển,                              
132006,Marketing căn bản,                              
237024,Tiếng Anh chuyên ngành 2,                              
838118,Kỹ năng Đọc (nâng cao),                              
820027,Phương pháp dạy học GDCT ở trường THPT1,                              
238044,Tiếng Trung (4),                              
204020,Thực hành Sư phạm 3,                              
815115,Phát triển khả năng tư duy toán học cho HSTH,                              
858001,Giải tích hàm một biến (KHDL),
213016,Luyện nói 3,                              
843502,Phương pháp nghiên cứu khoa học ngành Luật,
315007,UD gi/tích tổ hợp để giải 1 số dạng ToánTH,                              
740062,Công tác văn thư lưu trữ trong doanh nghiệp,                              
836129,Quan hệ công chúng (PR),                              
809405,PPNCKH ngành Sư phạm Ngữ văn,
847022,Kỹ thuật hát hợp xướng 3B,                              
849029,Đồ án 2_chuyên ngành điện năng,                              
232008,Kinh tế vĩ mô,                              
119057,"PP làm quen với toán (1,2)",                              
708302,Món ăn Việt Nam,
717057,Vẽ chân dung người,                              
235002,Lịch sử Văn hóa thế giới,                              
201013,Đại số đại cương,                              
853509,Nhập môn tâm lý học lâm sàng,
834105,Công nghệ xử lý nước thải,                              
702102,Phân tích chương trình vật lí THCS 2,                              
338035,Địa lý du lịch 1,                              
834040,Khoa học môi trường đại cương,                              
803050,Hóa vô cơ 1,                              
809330,Lịch sử tiếng Việt,
310399,(TN) Phương pháp dạy học Lịch sử,
817078,Hình hoạ 1,                              
816418,Nhạc cụ 1,
741060,Hệ quản trị cơ sở dữ liệu quan hệ,                              
803411,Hóa nước,
801089,Thực hành sư phạm THPT 3,                              
740106,Cải cách hành chính và cải cách thủ tục hành chính,                              
817055,Hình họa 4,                              
237022,Soạn thảo văn bản trên máy vi tính,                              
819107,PP giáo dục thể chất (ĐH),                              
TATC02,Tiếng Anh tăng cường 2,                              
848104,Bài tập Giải tích hàm nhiều biến,                              
822402,Tiếng Anh chuyên ngành Lịch sử - Địa lí,
219022,PP khám phá khoa học & MTXQ,                              
835062,Lịch sử văn học Việt Nam,                              
303398,(TN) Cơ sở lý thuyết hóa vô cơ và hóa hữu cơ,
841003,Đại số tuyến tính,                              
219057,Nghề giáo viên mầm non (3đvht),                              
301061,Chuyên đề chuyên môn 1,                              
816042,Kỹ thuật hát hợp xướng 1,                              
736060,Nghiệp vụ thư ký VP,                              
811051,Bản đồ chuyên đề,                              
705063,Thực hành Cơ khí 3,                              
832111,Kế toán hành chính sự nghiệp,                              
810326,Chính sách đối ngoại của các nước lớn từ 1945 - nay,
203007,Hóa Đại cương 3,                              
707063,Thú y,                              
315024,Phương pháp dạy học TNXH 1,                              
836144,Công tác văn thư lưu trữ trong doanh nghiệp,                              
238038,Tiếng Anh cho khách sạn (2),                              
811112,Địa lí các nước trên thế giới,                              
338005,Nói 1,                              
834081,Nông nghiệp sạch,                              
817026,Nguyên lý thị giác,                              
204022,Quản trị cơ sở dữ liệu,                              
809050,Văn học dân gian Việt Nam,                              
854403,Nhập môn Khu vực học,
213007,Luyện nghe 2,                              
216015,Đọc và ghi nhạc 3,                              
717073,Thực hành sư phạm C1,                              
850033,Xử lí số tín hiệu,                              
813303,Ngôn ngữ học so sánh đối chiếu,
209015,Văn học Việt Nam trung đại 2,                              
752098,Thực tập tốt nghiệp (CKT),                              
119058,"Tổ chức HĐ tạo hình (1,2)",                              
707023,Thực hành sinh học đại cương,                              
822312,Đô thị thế giới và Việt Nam,
216009,Nhạc lý cơ bản 2,                              
232036,Quản trị chất lượng,                              
813077,Giao tiếp liên văn hóa,                              
236096,(TN) Công tác văn thư và soạn thảo VB,                              
835023,Nhập môn khu vực học,                              
737125,Quản trị nguồn nhân lực,                              
712107,Thực hành sư phạm THCS 1,                              
740052,Phân loại và chỉnh lí tài liệu lưu trữ,                              
363003,TLH  lứa tuổi tiểu học và TLH sư phạm,                              
319012,Giáo dục gia đình,                              
819309,PP hướng dẫn trẻ mầm non làm quen với tác phẩm văn học,
802065,Thí nghiệm vật lý THPT,                              
261002,Kinh tế chính trị Mác-Lênin,                              
802129,Vật lý bán dẫn siêu dẫn,                              
848311,Seminar chuyên đề kinh tế 1,
705111,Phương tiện dạy học,                              
331044,Dịch vụ web và ứng dụng,                              
861305,Lịch sử Đảng Cộng sản Việt Nam,
205021,T.H Kĩ thuật điện 3,                              
313014,Nói trước công chúng,                              
716021,Lịch sử âm nhạc 2,                              
821406,Cấu tạo chất,
841029,Tiếng anh chuyên ngành,                              
839007,Tiếng Pháp 1,                              
819402,Âm nhạc mầm non,
705073,Điện tử công suất,                              
813076,Ngôn ngữ học xã hội,                              
813428,Tiếng Pháp nâng cao,
849306,Cung cấp điện,
210020,Các nước á - Phi - Mỹ La Tinh thời cận đại,                              
832115,Tuyển dụng và đào tạo,                              
234049,Môi trường biển,                              
320003,Lịch sử phong trào cộng sản và công nhân quốc tế,                              
832032,Quản trị văn phòng căn bản,                              
838110,Thực tế chuyên môn 1,                              
212097,(TN) Phương pháp dạy học GDCD,                              
315198,(TN) Toán cơ sở và PPDH Toán,                              
315049,Thủ công-Kĩ thuật,                              
841420,Lập trình trực quan,
736025,Luật kinh doanh,                              
802404,Sử dụng phần mềm tính toán trong nghiên cứu Vật lý,
857413,Quản trị rủi ro trong du lịch,
820061,Lịch sử các học thuyết chính trị,                              
813315,Kỹ năng giảng dạy tiếng Anh THPT 2,
803095,Bài tập hoá sơ cấp,                              
239018,Mô tả nội dung tài liệu và đánh chỉ số,                              
834028,Sinh thái học đại cương,                              
841479,Kiến trúc phần mềm,
132035,Tiếng Anh 4,                              
847210,Nghệ thuật nói trước công chúng,                              
833109,Tuyển dụng và đào tạo nhân sự,                              
813301,Hình thái - Cú pháp học,
740001,Đường lối VH - văn nghệ của ĐCSVN,                              
834432,Đồ án xử lý nước,
813305,Ngữ pháp chức năng,
309005,PPDH Tiếng Việt ở trường Phổ thông,                              
737110,Tin học văn phòng 1,                              
845054,Pháp luật kinh doanh bảo hiểm,                              
802407,Thực hành sư phạm THPT 2,
231010,Toán cao cấp (3),                              
303007,Hợp chất tự nhiên,                              
819061,Giao tiếp sư phạm mầm non,                              
202027,HD làm đồ dùng thí nghiệm VL THCS,                              
811087,Bản đồ chuyên đề,                              
853302,PPNC khoa học trong ngành Tâm lý học,
850010,Phương pháp tính,                              
836109,Tin học văn phòng 1,                              
842402,Tín dụng và thẩm định tín dụng,
836139,Thương lượng,                              
816079,Thực tế chuyên môn,                              
849318,"Chuyên đề điện, điện tử",
817058,Ký họa thực tế 2,                              
164007,Tin học,                              
203014,Hóa vô cơ 3,                              
843027,Luật học so sánh,                              
119041,Tâm lí học trẻ em 2,                              
838108,Địa lý du lịch 2,                              
854001,Quan hệ công chúng,                              
338051,Khóa luận tốt nghiệp (DTA),                              
702051,PPDH Vật lý THCS 1,                              
201020,Chuyên đề chuyên môn (2),                              
847023,Kỹ thuật hát hợp xướng 4A,                              
235008,Địa lý tự nhiên Việt Nam,                              
854327,Xây dựng và phát triển thương hiệu,
806401,Sinh hóa học,
843314,Pháp luật giải quyết tranh chấp trong WTO,
819418,Giáo dục hòa nhập,
836513,Tổ chức sự kiện,
261007,Chính trị 5,                              
816063,Thanh nhạc 3A,                              
208023,PPDH môn Kinh tế gia đình 2,                              
819082,Tâm lí học hoạt động (nâng cao),                              
821499,Khóa luận tốt nghiệp (DKH),
835058,ẩm thực Việt Nam và Thế giới,                              
816112,Thực hành sư phạm 2Đ,                              
850063,Thiết kế và tối ưu hóa mạng thông tin di động số,                              
867006,Quy hoạch tuyến tính,                              
338026,Ngữ âm - Âm vị học 2,                              
834024,Hóa học phân tích,                              
707026,Dinh dưỡng và thức ăn vật nuôi,                              
857425,Quản lý phát triển sản phẩm du lịch,
833361,Quản trị Marketing quốc tế,
845064,Kỹ năng giải quyết tranh chấp trong kinh doanh,                              
817408,Trang trí 1,
235015,Cơ sở địa lý du lịch,                              
233003,Lịch sử các học thuyết kinh tế,                              
838067,TA trong thuyết minh du lịch,                              
822511,Phương pháp nghiên cứu khoa học Lịch sử và Địa lí,
841045,Cơ sở trí tuệ nhân tạo,                              
854098,Thực tập tốt nghiệp (DQT),
839071,Thư viện công cộng,                              
219010,Vận động theo nhạc,                              
820004,Xã hội học nhập môn,                              
709052,Phong cách học tiếng Việt,                              
214034,Kỹ thuật dịch 2,                              
843070,Luật Hiến pháp,                              
215097,(TN) Phương pháp dạy học Toán,                              
216003,Hát tập thể 1,                              
816083,Thực hành sư phạm 1,                              
834070,Thực tế chuyên môn 2,                              
803053,Cơ sở lý thuyết hóa vô cơ,                              
835086,Vấn đề giao thông VN: xưa và nay,                              
857438,Nghiệp vụ nhà hàng,
707069,Tham quan thực tế bộ môn,                              
219396,(TN) Phương pháp làm quen với văn học và trò chơi phát triển ngôn ngữ,
301062,Chuyên đề chuyên môn 2,                              
832008,Hệ thống thông tin kế toán 2,                              
H33029,Quản trị nguồn nhân lực,                              
846099,Khóa luận tốt nghiệp (DQG),                              
822504,Lịch sử thế giới cổ - trung đại,
O38004,Ngôn ngữ học Tiếng Anh,
209024,Phong cách học tiếng Việt,                              
736132,Nói trước công chúng,                              
810312,Thực hành sư phạm THCS2,
816199,Khóa luận tốt nghiệp (DNH),                              
215031,Thực hành Sư phạm 3,                              
835325,Tiếng Anh giao tiếp du lịch 2,
364022,Tiếng Anh 2 (3 đvht),                              
816301,Thanh nhạc 1A,                              
216038,Thực hành Sư phạm 5,                              
802410,Chuyên đề vật lý lý thuyết,
240017,Thực tập 3,                              
708059,TH Trang phục trẻ em,                              
706101,Thực hành sư phạm THCS 1,                              
736002,Lịch sử Việt Nam,                              
205097,(TN) PP dạy học Kĩ thuật Công nghiệp,                              
204011,Cấu trúc dữ liệu 1,                              
816204,Thanh nhạc 2B,                              
736098,Thực tập tốt nghiệp (CQV),                              
203034,Động hóa học và xúc tác,                              
810322,Ngoại giao Việt Nam trong lịch sử,
846075,Quản lý ngành GD thường xuyên,                              
813426,Phương pháp nghiên cứu khoa học ngành Sư phạm Tiếng Anh,
841104,Mạng máy tính,                              
863007,Tổ chức HĐ d/học & GD ở trường Tiểu học,                              
338017,Ngữ Pháp 1,                              
839360,Thư viện chuyên ngành,
737102,Nhập môn xã hội học,                              
842050,Nghiệp vụ ngân hàng thương mại,                              
838502,Văn hóa các nước nói tiếng Anh,
846102,Giáo dục hướng nghiệp,                              
O11003,PPDH Địa lí,                              
810402,Nhân học và Khảo cổ học đại cương (DSU),
801070,Thuật toán tối ưu,                              
711105,"Địa lí kinh tế Châu Âu, Châu á",                              
839085,Phân loại và biên mục tài liệu y khoa,                              
217028,Thực hành Sư phạm 3,                              
841077,Chuyên đề tốt nghiệp 1 (Trí tuệ nhân tạo),                              
239002,Thư viện học đại cương,                              
842305,Nghiệp vụ ngân hàng trung ương,
850042,Thiết kế hệ thống nhúng,                              
233027,Quản lý dự án đầu tư,                              
835021,Địa lý Việt Nam,                              
846314,Kiểm tra và thanh tra cơ sở giáo dục,
839012,Lịch sử tư tưởng Phương Đông,                              
821327,Khoa học tự nhiên và đời sống,
216027,Hình thức và thể loại 1,                              
835322,Tuyến điểm du lịch Việt Nam,
857407,Tâm lý và kỹ năng giao tiếp du lịch,
842120,Quản trị danh mục đầu tư,                              
857443,Nghiệp vụ chăm sóc khách hàng,
717054,Màu sắc và trang trí cơ bản,                              
801313,Đại số sơ cấp,
219014,Giáo dục môi trường,                              
740020,Lưu trữ học đại cương,                              
232035,Tiếng Anh chuyên ngành kế toán (2),                              
214027,Đọc hiểu 3,                              
231006,Toán rời rạc,                              
240030,Lưu trữ tài liệu trong các doanh nghiệp,                              
846056,Kế hoạch hoá phát triển giáo dục,                              
210031,Hướng dẫn DH các khóa trình LS ở trường THCS,                              
233006,Quản trị học,                              
313012,Ngữ nghĩa học,                              
843053,Tiếng Anh chuyên ngành Hành chính 1,                              
208022,Y phục thường ngày nữ,                              
217032,Bố cục 2,                              
736005,Địa lí KT-XH đại cương,                              
813419,Phương pháp dạy học tiếng Anh 4,
838308,Tiếng Anh văn phòng,
853002,Giải phẫu và sinh lí hoạt động thần kinh cấp cao,                              
841066,Kế toán tài chính đại cương,                              
736058,Nghiệp vụ kế toán văn phòng,                              
235022,Nhập môn khoa học giao tiếp,                              
310012,Khái quát lịch sử TG hiện đại,                              
311002,Địa lý kinh tế xã hội đại cương,                              
202023,Quang học (2),                              
838070,Tổng quan du lịch (ngành Ngôn ngữ Anh),                              
815096,Phương pháp dạy học Tiếng Việt (LT),                              
853043,Giá trị sống và kĩ năng sống,
315042,Giáo dục môi trường,                              
841119,An ninh mạng máy tính,                              
208006,Tổ chức đời sống gia đình,                              
236022,Phân loại và chỉnh lý tài liệu lưu trữ,                              
849031,Điện tử công suất nâng cao,                              
301024,Đại số đại cương 2,                              
736103,Lịch sử Việt Nam đại cương,                              
QG0561,Dự báo và chiến lược phát triển giáo dục,                              
215014,Vẽ trang trí,                              
264012,Cơ sở văn hóa Việt Nam,                              
204002,Quản lý hệ thống máy tính,                              
302006,Cơ học lượng tử,                              
205022,Bài tập lớn : Kĩ thuật diện,                              
841107,Lập trình Java,                              
203008,Thực hành Sư phạm 1,                              
262002,Giáo dục thể chất 2,                              
862004,Giáo dục thể chất (4),                              
363019,Tổ chức HĐ dạy học ở trường THPT,Tổ chức HĐ dạy học ở trường TP
862309,Giáo dục quốc phòng và An ninh 4,
234036,Hóa nước và môi trường nước,                              
843103,Luật Thương mại 2,                              
813062,Kỹ năng đọc 1,                              
846054,Hệ thống thông tin trong quản lý GD,                              
819419,Ứng dụng CNTT trong giáo dục học mầm non,
846073,Thực tế chuyên môn,                              
839010,Tiếng Việt,                              
231011,Cấu trúc dữ liệu,                              
712103,Lý luận về nhà nước và pháp luật,                              
853402,Tâm lí học quản  lí,
708102,Năng lượng sạch,                              
820029,Chuyên đề lịch sử Đảng,                              
817070,Sáng tác nâng cao,                              
809031,Một số vấn đề văn học VN Trung đại,                              
219003,Sinh lí trẻ em lứa tuổi MN,                              
833067,Hệ thống thông tin quản lý,                              
834035,Hệ sinh thái đất ngập nước (Wetland),                              
854005,Nhân học ứng dụng,                              
836121,Tổng quan về quản trị văn phòng,                              
810430,Chính sách đối ngoại và hợp tác quốc tế của Việt Nam từ sau chiến tranh lạnh đến nay,
843417,"Kỹ năng xác lập, thực hiện và giải quyết tranh chấp hợp đồng",
854328,Toàn cầu hóa và hội nhập,
849025,Thiết kế đường dây và trạm biến áp,                              
820055,Những vấn đề của thời đại ngày nay,                              
H66001,Anh văn 1,                              
849010,Điện tử công suất,                              
217024,Vẽ người,                              
217016,Vẽ chân dung người,                              
219097,(TN) PP cho trẻ làm quen Văn học,                              
204010,Toán rời rạc,                              
836302,Kỹ năng giao tiếp,                              
803326,Thực hành sư phạm THCS 2,
710105,Thực hành sư phạm THCS 2,                              
802112,Hướng dẫn giải bài tập vật lí THPT,                              
733099,Khóa luận tốt nghiệp (CQK),                              
817085,Hình hoạ 3,                              
239023,Tổ chức tài liệu,                              
806106,Thực hành sư phạm THPT 1,                              
834339,Nhiệt động lực học và truyền nhiệt,
850423,Kỹ thuật chuyển mạch tiên tiến,
815108,Thực tế bộ môn,                              
813409,Đọc - Viết 2,
813050,Văn học Anh,                              
806023,PPDH Sinh học THPT 1,                              
820111,Thực hành sư phạm THPT 3,                              
849034,Chuyên đề điện tử tiên tiến,                              
119030,Giải phẫu sinh lý trẻ em,                              
841060,Lập trình mạng,                              
320016,Hiến pháp và định chế chính trị,                              
H42025,Kế toán ngân hàng thương mại,                              
841419,Lập trình web và ứng dụng,
236036,Văn thư lưu trữ trong doanh nghiệp,                              
836407,Hành chính công,
236010,Nhập môn Khoa học giao tiếp,                              
867004,Quản trị học,                              
217099,(TN) Phác thảo tranh sinh hoạt,                              
835061,Văn học dân gian Việt Nam,                              
845057,Pháp luật về đầu tư xây dựng,                              
803096,PPGD hoá học & RLNVSP,                              
833502,Ứng dụng công nghệ thông tin trong kinh doanh,
802309,Hướng dẫn giải bài tập vật lý THCS,
233031,Thuế,                              
233008,Kinh tế vĩ mô,                              
850316,Mạng di động thế hệ sau,
119054,"Phòng bệnh (1,2)",                              
716053,Hát tập thể 2,                              
338099,(TN) Nghiệp vụ du lịch,                              
819053,Giáo dục môi trường,                              
841103,Lý thuyết đồ thị,                              
237023,Nghiệp vụ công tác văn thư,                              
806412,PPDH Sinh học THPT 3,
851006,Thực hành hệ thống điện năng nâng cao,                              
846320,Nghiệp vụ quản lí văn phòng cơ sở giáo dục,
841063,Kiểm định phần mềm,                              
235034,Môi trường và con người,                              
848408,Phân tích dữ liệu với phần mềm R,
810309,Phương pháp giảng dạy lịch sử THCS 2,
809325,Phê bình văn học Việt Nam hiện đại,
811063,Địa lí kinh tế - xã hội Việt Nam 2,                              
239042,Thư mục chuyên môn (5đvht),                              
708304,Kỹ thuật Cắt may căn bản,
846049,Đại cương về Quản lý và QL Giáo dục (2tc),                              
119015,Phương pháp làm quen với toán,                              
233019,Thống kê kinh doanh,                              
821313,Tổ chức hoạt động dạy học môn KHTN ở trường phổ thông,
863515,Tâm lí học (B),
313006,Phương pháp dạy học 6,                              
132017,Kinh tế vi mô,                              
741050,Cấu trúc dữ liệu,                              
219098,(TN) Tổ chức HĐ dạy học và GD ở trường MN,                              
820076,Thực hành sư phạm 2,                              
842113,Kinh doanh xuất nhập khẩu,                              
844050,Tiếng Anh chuyên ngành Thương mại 1,                              
832305,Nghiên cứu định lượng trong kế toán,
141025,Thiết kế hệ thống mạng,                              
815326,Dạy học tích hợp trong các môn Tự nhiên - Xã hội,
816105,Múa 4,                              
202011,Thực hành Sư phạm 2,                              
208024,Cắm và kết hoa,                              
810311,Thực hành sư phạm THCS1,                              
832055,Kiểm toán căn bản,                              
850055,Kỹ thuật chuyển mạch,                              
833113,Hành vi khách hàng,                              
843316,Chủ thể kinh doanh,
740131,"Văn hóa công sở, doanh nghiệp",                              
846402,Chính sách và chiến lược phát triển giáo dục,
813004,Thường thức mĩ thuật,                              
741020,Lập trình căn bản,                              
338015,Kỹ năng Viết 3,                              
201016,Chuyên đề chuyên môn (1),                              
816461,Phương pháp dạy học âm nhạc 1,
816016,Kí xướng âm nâng cao 2,                              
816401,Nghệ thuật học đại cương,
734104,Các quá trình cơ bản trong công nghệ môi trường,                              
310007,Chuyên đề lịch sử văn minh Việt Nam,                              
802320,Thí nghiệm vật lý phổ thông,
706053,Di truyền học ứng dụng,                              
207007,Thực hành Sinh học đại cương,                              
214018,Thực hành Sư phạm 1,                              
835114,Nghiệp vụ hướng dẫn du lịch,                              
132004,Kế toán doanh nghiệp 1,                              
854411,Văn hóa doanh nghiệp,
240006,Thực tập 1,                              
235097,(TN) Marketing Du lịch,                              
833363,Quản trị xuất nhập khẩu,
850412,Kiến trúc và tổ chức máy tính,
819077,Tổ chức h/động tạo hình (nâng cao),                              
701114,Hình học sơ cấp và thực hành giải toán (THCS),                              
232004,Pháp luật đại cương,                              
841065,Các hệ quản trị cơ sở dữ liệu,                              
834002,Vật lí đại cương 1,                              
841027,Tiếng Anh chuyên ngành 3,                              
815119,Văn học thiếu nhi,                              
815020,Cơ sở Toán Tiểu học 1,                              
802002,Giải tích 1,                              
815315,PPDH Toán 2,
813321,Thực hành sư phạm THCS3,
802499,Khóa luận tốt nghiệp (DLI),
832020,Kinh tế vi mô,                              
816030,Tin học âm nhạc,                              
219065,PP tổ chức hoạt động tạo hình (LT1),                              
207003,Hoá học đại cương,                              
821324,Giải phẫu sinh lý người ,
801323,Hình học phẳng,
237025,Soạn thảo thư tín thương mại,                              
235001,Lịch sử Việt Nam,                              
803318,Cơ sở lý thuyết hóa vô cơ,
854319,Quản trị kinh doanh lữ hành quốc tế,
810108,Chiến tranh hóa học ở VN và cuộc đấu tranh công lý,                              
810302,Lịch sử phong trào công nhân và cộng sản quốc tế,
705056,Kĩ thuật điện 3,                              
817071,Sáng tác nâng cao 2,                              
834463,Ứng dụng Quản lý môi trường dựa vào cộng đồng,
839405,Tổ chức sự kiện thư viện,
850439,Thực hành vi điều khiển,
835401,Lịch sử Việt Nam,
338028,Nhập môn Dịch thuật và Biên dịch,                              
705059,Thực hành Kĩ thuật điện tử,                              
740122,Lịch sử văn bản và công tác văn thư,                              
839115,Thư viện công cộng,                              
817057,Ký họa thực tế 1,                              
841323,Điện toán đám mây,
858004,Cấu trúc rời rạc,
H32025,Kế toán quản trị 2,                              
215036,PPDH Thủ công - Kĩ thuật,                              
QG0511,Lí luận về quản lí và quản lí giáo dục,                              
215026,PPDH Toán ở Tiểu học (2),                              
239008,Pháp luật Việt Nam đại cương,                              
717061,Chữ nghệ thuật,                              
809499,Khóa luận tốt nghiệp (DVA),
202001,Toán cao cấp A1,                              
741067,Kiểm thử phần mềm,                              
811069,Thực địa 2,                              
331039,Hệ thống thông tin doanh nghiệp,                              
213021,Phương pháp dạy học 2,                              
820337,Thực hành sư phạm 3 (THCS),
809316,Các thể loại và tác gia tiêu biểu văn học châu Á,
836410,"Văn hóa công sở, doanh nghiệp",
736125,Quan hệ công chúng (PR),                              
239036,Công tác người đọc,                              
208011,Họa mỹ thuật,                              
215023,Thực hành Sư phạm 2,                              
841423,Ngôn ngữ lập trình C#,
835080,Văn hóa phương Đông,                              
841050,Kiểm thử phần mềm,                              
210003,Khảo cổ học đại cương,                              
834058,P/tích h/thống và kiểm soát m/trường,                              
838106,Kỹ năng nói trước công chúng,                              
233035,Toán kinh tế,                              
701099,Khóa luận tốt nghiệp (CTO),                              
232011,Lý thuyết tài chính - tiền tệ,                              
841028,Tiếng Anh chuyên ngành 4,                              
809310,Từ vựng tiếng Việt trong hệ thống và trong sử dụng,
842059,Quản trị rủi ro tài chính,                              
736119,Quản trị hành chính văn phòng,                              
317399,(TN) Phương pháp dạy học Mĩ thuật,
809085,Chuyên đề phân tích thơ,                              
816060,Ký Xướng âm 2B,                              
315016,"Ngữ nghĩa, ngữ dụng và phong cách học",                              
815071,PPDH Thể dục,                              
833318,Hành vi khách hàng,
822405,Địa phương học,
820002,Dân tộc học đại cương,                              
839006,Hán - Nôm,                              
854323,Nghiệp vụ hướng dẫn viên du lịch quốc tế,
206021,Phương pháp dạy học cụ thể 2,                              
741051,PP lập trình hướng đối tượng,                              
849409,Thực tế chuyên môn ngành điện,
854004,Các nền văn minh nhân loại,                              
302003,Toán cho vật lý,                              
833303,Hành vi tổ chức,
KSTA22,Đạt KSTA theo qđ năm 2022 - Đủ điều kiện học TA1 (866401),
331034,Lập trình mạng,                              
238046,Thực tập tốt nghiệp (CTA),                              
850308,Hệ thống viễn thông,
863005,Giáo dục học đại cương,                              
236038,Lược sử văn bản và công tác văn thư VN,                              
834320,Năng lượng tái tạo,
207018,Giống vật nuôi,                              
306005,Sinh học cơ thể động vật,                              
363011,Giáo dục học đại cương,                              
240022,Tin học cho công tác văn thư - lưu trữ,                              
842029,Nguyên lý kế toán,                              
361002,Kinh tế chính trị Mác-Lênin,                              
863015,Thực tập sư phạm 1,                              
832034,Phân tích và đầu tư tài chính,                              
813068,Thực hành dịch thuật 1,                              
331048,An toàn và bảo mật dữ liệu trong HTTT,                              
707062,Bảo vệ cây trồng,                              
835090,Nông thôn - Đô thị Việt Nam hiện đại,                              
219050,TLH lứa tuổi MN và TLH sư phạm (3đvht),                              
834052,Địa chất môi trường,                              
843041,Luật Ngân hàng,                              
712029,"Phương pháp dạy học GDCD 1,2",                              
315081,Cấu trúc đại số,                              
816009,Nhập môn sáng tác,                              
850020,Điện tử tương tự,                              
231008,Lập trình căn bản (2),                              
740098,Thực tập tốt nghiệp (CLT),                              
211096,(TN) Trái đất - Khí quyển,                              
803023,Thực hành hóa học đại cương,                              
119044,Văn - Tiếng Việt 1,                              
234013,Hóa hữu cơ,                              
O20001,Triết học,                              
835101,Tổng quan văn học Việt Nam,                              
836105,Luật hành chính,                              
843037,Luật Hôn nhân và gia đình,                              
847001,Lịch sử âm nhạc thế giới 3,                              
851302,Nhà máy điện và trạm biến áp,
816001,"Đường lối VH, văn nghệ của ĐCSVN",                              
316398,(TN) Phương pháp dạy học Âm nhạc,
338049,Nhập môn Việt Nam học,                              
833104,Tiếng Anh giao tiếp thương mại (ngành QTKD),                              
833063,Quản trị dự án đầu tư,                              
850319,An ninh mạng,
707054,Phương pháp thí nghiệm NN,                              
233021,Hệ thống thông tin quản lý,                              
801008,Âm nhạc,                              
839098,Thực tập tốt nghiệp (DTV) (DTT),                              
801407,Tiếng Anh chuyên ngành,
208025,Móc,                              
850311,Xử lí ảnh,
852004,Thực hành chuyên ngành VT nâng cao,                              
843046,Pháp luật về ASEAN,                              
235024,Nghiệp vụ hướng dẫn du lịch,                              
847411,Thanh nhạc chuyên ngành 8,
853029,Tham vấn hướng nghiệp,
843420,Pháp luật về nhà ở và kinh doanh bất động sản,
761002,Chính trị 4,                              
119051,Lịch sử 3,                              
219399,(TN) Phương pháp làm quen văn học và phát triển ngôn ngữ cho trẻ mầm non,
801067,Đại số hiện đại,                              
